,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,MIN,33405046-04ee-4058-a950-d606f8c30852,Minnesota,Vikings,20,1102,0,sr:competitor:4423,home,3,1,5.6,3.0,1.0,7.0,54.0,66.0,35:54,1102.0,14.0,32.0,0.0,sr:competitor:4423,368.0,3.0
1,1,MIA,4809ecb0-abd3-451d-9c4a-92a90b83ca06,Miami,Dolphins,17,1101,0,sr:competitor:4287,away,3,2,6.1,2.0,1.0,8.0,65.0,39.0,24:06,1101.0,0.0,17.0,0.0,sr:competitor:4287,239.0,2.0
