,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,WAS,22052ff7-c065-42ee-bc8f-c4691c50e624,Washington,Redskins,13,2547,0,sr:competitor:4432,home,3,1,4.0,3.0,3.0,6.0,50.0,61.0,28:25,2547.0,20.0,27.0,0.0,sr:competitor:4432,246.0,3.0
1,1,OAK,1c1cec48-6352-4556-b789-35304c1a6ae1,Oakland,Raiders,16,2538,1,sr:competitor:4390,away,2,2,5.1,1.0,0.0,10.0,101.0,66.0,31:35,2538.0,13.0,29.0,0.0,sr:competitor:4390,336.0,1.0
