,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,CHI,7b112545-38e6-483c-a55c-96cf6ee49cb8,Chicago,Bears,23,2480,0,sr:competitor:4391,home,3,1,4.0,2.0,2.0,8.0,58.0,63.0,33:05,2480.0,155.0,33.0,0.0,sr:competitor:4391,254.0,3.0
1,1,SF,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco,49ers,13,2503,0,sr:competitor:4389,away,3,2,2.6,2.0,1.0,5.0,30.0,62.0,26:55,2503.0,34.0,23.0,0.0,sr:competitor:4389,162.0,2.0
