,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,CLE,d5a2eb42-8065-4174-ab79-0a6fa820e35e,Cleveland,Browns,24,169,1,sr:competitor:4417,home,2,1,4.5,0.0,0.0,12.0,78.0,49.0,25:57,169.0,26.0,29.0,0.0,sr:competitor:4417,219.0,0.0
1,1,BAL,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore,Ravens,14,164,0,sr:competitor:4413,away,3,2,4.1,2.0,1.0,6.0,49.0,79.0,34:03,164.0,59.0,27.0,0.0,sr:competitor:4413,321.0,3.0
