,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,GB,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay,Packers,41,2486,3,sr:competitor:4420,home,0,1,7.7,1.0,0.0,6.0,40.0,62.0,33:19,2486.0,0.0,31.0,0.0,sr:competitor:4420,480.0,0.0
1,1,DAL,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Dallas,Cowboys,20,2483,2,sr:competitor:4392,away,1,2,6.7,2.0,0.0,6.0,37.0,54.0,26:41,2483.0,9.0,16.0,0.0,sr:competitor:4392,362.0,0.0
