,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,BUF,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Buffalo,Bills,14,165,0,sr:competitor:4376,home,3,1,3.9,2.0,2.0,4.0,20.0,60.0,22:58,165.0,100.0,21.0,0.0,sr:competitor:4376,232.0,2.0
1,1,IND,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Indianapolis,Colts,30,174,0,sr:competitor:4421,away,3,2,4.5,1.0,1.0,3.0,35.0,68.0,37:02,174.0,0.0,37.0,0.0,sr:competitor:4421,305.0,1.0
