,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,NYG,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York,Giants,19,2570,2,sr:competitor:4426,home,1,1,6.0,1.0,0.0,8.0,76.0,69.0,34:47,2570.0,16.0,36.0,0.0,sr:competitor:4426,411.0,0.0
1,1,WAS,22052ff7-c065-42ee-bc8f-c4691c50e624,Washington,Redskins,3,2581,0,sr:competitor:4432,away,3,2,3.6,0.0,0.0,5.0,35.0,45.0,25:13,2581.0,0.0,20.0,0.0,sr:competitor:4432,164.0,0.0
