,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,SEA,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle,Seahawks,37,2641,3,sr:competitor:4430,home,0,1,6.1,1.0,1.0,5.0,55.0,67.0,34:58,2641.0,51.0,46.0,0.0,sr:competitor:4430,407.0,1.0
1,1,STL,39f349de-6463-4803-ad70-f1e0f144f5ed,St. Louis,Rams,13,2629,0,,away,3,2,4.3,2.0,1.0,7.0,51.0,56.0,25:02,2629.0,28.0,24.0,0.0,,240.0,2.0
