,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,total_yards,turnovers
0,0,STL,39f349de-6463-4803-ad70-f1e0f144f5ed,St. Louis,Rams,28,1114,0,home,3,1,8.2,4.0,4.0,10.0,85.0,64.0,30:13,1114.0,-4.0,16.0,0.0,524.0,4.0
1,1,SD,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego,Chargers,24,1111,0,away,3,2,5.1,0.0,0.0,12.0,82.0,50.0,29:47,1111.0,33.0,29.0,0.0,256.0,2.0
