,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,HOU,82d2d380-3834-4938-835f-aec541e5ece7,Houston,Texans,31,2649,1,sr:competitor:4324,home,2,1,6.3,1.0,1.0,7.0,70.0,72.0,37:34,2649.0,16.0,36.0,0.0,sr:competitor:4324,455.0,1.0
1,1,CHI,7b112545-38e6-483c-a55c-96cf6ee49cb8,Chicago,Bears,24,2618,0,sr:competitor:4391,away,3,2,5.2,2.0,1.0,2.0,10.0,57.0,22:26,2618.0,0.0,18.0,0.0,sr:competitor:4391,294.0,1.0
