,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,OAK,1c1cec48-6352-4556-b789-35304c1a6ae1,Oakland,Raiders,14,2572,0,sr:competitor:4390,home,3,1,4.1,3.0,3.0,7.0,60.0,73.0,33:32,2572.0,47.0,26.0,0.0,sr:competitor:4390,302.0,5.0
1,1,HOU,82d2d380-3834-4938-835f-aec541e5ece7,Houston,Texans,23,2561,1,sr:competitor:4324,away,2,2,2.4,3.0,2.0,5.0,46.0,51.0,26:28,2561.0,102.0,32.0,0.0,sr:competitor:4324,124.0,2.0
