,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,HOU,82d2d380-3834-4938-835f-aec541e5ece7,Houston,Texans,20,2453,0,sr:competitor:4324,home,2,1,2.9,1.0,1.0,6.0,45.0,58.0,30:29,2453.0,34.0,30.0,0.0,sr:competitor:4324,169.0,2.0
1,1,NE,97354895-8c77-4fd4-a860-32e62ea7382a,New England,Patriots,23,2459,2,sr:competitor:4424,away,0,2,5.1,2.0,1.0,5.0,58.0,92.0,43:50,2459.0,46.0,41.0,0.0,sr:competitor:4424,472.0,3.0
