,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,NO,0d855753-ea21-4953-89f9-0e20aff9eb73,New Orleans,Saints,32,1105,2,sr:competitor:4425,home,1,1,5.9,0.0,0.0,6.0,35.0,53.0,27:46,1105.0,51.0,28.0,0.0,sr:competitor:4425,315.0,0.0
1,1,PIT,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh,Steelers,29,1110,0,sr:competitor:4345,away,3,2,5.4,1.0,1.0,7.0,80.0,68.0,32:14,1110.0,35.0,26.0,0.0,sr:competitor:4345,364.0,2.0
