,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,ARI,de760528-1dc0-416a-a978-b510d20692ff,Arizona,Cardinals,10,162,0,sr:competitor:4412,home,3,1,5.7,1.0,0.0,8.0,49.0,57.0,26:16,162.0,6.0,22.0,0.0,sr:competitor:4412,326.0,1.0
1,1,WAS,22052ff7-c065-42ee-bc8f-c4691c50e624,Washington,Redskins,20,193,2,sr:competitor:4432,away,1,2,5.3,1.0,0.0,13.0,99.0,62.0,33:44,193.0,93.0,35.0,0.0,sr:competitor:4432,331.0,0.0
