,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,CLE,d5a2eb42-8065-4174-ab79-0a6fa820e35e,Cleveland,Browns,18,169,2,sr:competitor:4417,home,1,1,3.6,4.0,1.0,2.0,25.0,69.0,35:15,169.0,122.0,39.0,0.0,sr:competitor:4417,249.0,3.0
1,1,CIN,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Cincinnati,Bengals,0,168,0,sr:competitor:4416,away,3,2,3.2,4.0,2.0,5.0,26.0,60.0,24:45,168.0,136.0,24.0,0.0,sr:competitor:4416,191.0,7.0
