,Unnamed: 0,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts,index,avg_gain,fumbles,lost_fumbles,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,0,MIN,33405046-04ee-4058-a950-d606f8c30852,Minnesota,Vikings,28,2631,0,sr:competitor:4423,home,3,1,5.1,2.0,0.0,7.0,55.0,71.0,36:05,2631.0,36.0,41.0,2.0,sr:competitor:4423,361.0,3.0
1,1,GB,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay,Packers,27,2624,1,sr:competitor:4420,away,2,2,3.8,2.0,0.0,10.0,80.0,48.0,23:55,2624.0,162.0,18.0,0.0,sr:competitor:4420,184.0,0.0
