,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,TEN,d26a1ca5-722d-4274-8f97-c92e49c96315,Tennessee,Titans,17,2506,2,sr:competitor:367364,home,0
1,CHI,7b112545-38e6-483c-a55c-96cf6ee49cb8,Chicago,Bears,19,2480,2,sr:competitor:4391,away,0
