,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,DET,c5a59daa-53a7-4de0-851f-fb12be893e9e,Detroit,Lions,0,172,2,sr:competitor:4419,home,1
1,STL,39f349de-6463-4803-ad70-f1e0f144f5ed,St. Louis,Rams,35,190,2,,away,1
