,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,DAL,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Dallas,Cowboys,27,170,1,sr:competitor:4392,home,2
1,SF,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco,49ers,21,189,0,sr:competitor:4389,away,3
