,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,NO,0d855753-ea21-4953-89f9-0e20aff9eb73,New Orleans,Saints,15,1105,0,sr:competitor:4425,home,3
1,CLE,d5a2eb42-8065-4174-ab79-0a6fa820e35e,Cleveland,Browns,24,1093,2,sr:competitor:4417,away,1
