,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,SF,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco,49ers,20,2543,1,sr:competitor:4389,home,1
1,HOU,82d2d380-3834-4938-835f-aec541e5ece7,Houston,Texans,17,2527,2,sr:competitor:4324,away,0
