,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,NYG,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York,Giants,17,2604,0,sr:competitor:4426,home,3
1,MIN,33405046-04ee-4058-a950-d606f8c30852,Minnesota,Vikings,41,2600,3,sr:competitor:4423,away,0
