,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,BAL,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore,Ravens,24,2620,1,sr:competitor:4413,home,2
1,WAS,22052ff7-c065-42ee-bc8f-c4691c50e624,Washington,Redskins,10,2643,1,sr:competitor:4432,away,2
