,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,SF,f0e724b0-4cbf-495a-be47-013907608da9,San Francisco,49ers,9,2577,3,sr:competitor:4389,home,0
1,MIN,33405046-04ee-4058-a950-d606f8c30852,Minnesota,Vikings,3,2566,0,sr:competitor:4423,away,3
