,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,MIA,4809ecb0-abd3-451d-9c4a-92a90b83ca06,Miami,Dolphins,20,2457,0,sr:competitor:4287,home,3
1,HOU,82d2d380-3834-4938-835f-aec541e5ece7,Houston,Texans,21,2453,0,sr:competitor:4324,away,4
