,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,BUF,768c92aa-75ff-4a43-bcc0-f2798c2e1724,Buffalo,Bills,23,2617,2,sr:competitor:4376,home,1
1,SD,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego,Chargers,14,2639,0,,away,3
