,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,SD,9dbb9060-ba0f-4920-829e-16d4d9246b5d,San Diego,Chargers,32,2609,1,,home,2
1,BAL,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Baltimore,Ravens,14,2585,0,sr:competitor:4413,away,3
