,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,DEN,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver,Broncos,20,2450,3,sr:competitor:4418,home,0
1,DET,c5a59daa-53a7-4de0-851f-fb12be893e9e,Detroit,Lions,16,2451,0,sr:competitor:4419,away,3
