,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,HOU,82d2d380-3834-4938-835f-aec541e5ece7,Houston,Texans,31,2649,1,sr:competitor:4324,home,2
1,CHI,7b112545-38e6-483c-a55c-96cf6ee49cb8,Chicago,Bears,24,2618,0,sr:competitor:4391,away,3
