,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,PIT,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Pittsburgh,Steelers,28,2466,2,sr:competitor:4345,home,1
1,ARI,de760528-1dc0-416a-a978-b510d20692ff,Arizona,Cardinals,15,2441,0,sr:competitor:4412,away,3
