,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,KC,6680d28d-d4d2-49f6-aace-5292d3ec02c2,Kansas City,Chiefs,13,2598,2,sr:competitor:4422,home,1
1,MIN,33405046-04ee-4058-a950-d606f8c30852,Minnesota,Vikings,10,2600,0,sr:competitor:4423,away,3
