,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,PHI,386bdbf9-9eea-4869-bb9a-274b0bc66e80,Philadelphia,Eagles,38,149,2,sr:competitor:4428,home,1
1,ATL,e6aa13a4-0055-48a9-bc41-be28dc106929,Atlanta,Falcons,10,128,3,sr:competitor:4393,away,0
