,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,MIN,33405046-04ee-4058-a950-d606f8c30852,Minnesota,Vikings,34,2458,1,sr:competitor:4423,home,2
1,SEA,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle,Seahawks,7,2468,3,sr:competitor:4430,away,0
