,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,SEA,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Seattle,Seahawks,42,2542,3,sr:competitor:4430,home,0
1,HOU,82d2d380-3834-4938-835f-aec541e5ece7,Houston,Texans,10,2527,2,sr:competitor:4324,away,1
