,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,NE,97354895-8c77-4fd4-a860-32e62ea7382a,New England,Patriots,35,2493,3,sr:competitor:4424,home,0
1,CIN,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Cincinnati,Bengals,28,2481,0,sr:competitor:4416,away,3
