,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,DEN,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Denver,Broncos,13,2592,2,sr:competitor:4418,home,0
1,GB,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay,Packers,19,2594,2,sr:competitor:4420,away,0
