,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,STL,39f349de-6463-4803-ad70-f1e0f144f5ed,St. Louis,Rams,14,2612,0,,home,3
1,GB,a20471b4-a8d9-40c7-95ad-90cc30e46932,Green Bay,Packers,33,2594,2,sr:competitor:4420,away,1
