,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,TB,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,Tampa Bay,Buccaneers,17,155,0,sr:competitor:4388,home,3
1,NYJ,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,New York,Jets,21,147,2,sr:competitor:4427,away,1
