,alias,id,market,name,points,reference,remaining_timeouts,sr_id,team,used_timeouts
0,CHI,7b112545-38e6-483c-a55c-96cf6ee49cb8,Chicago,Bears,7,132,1,sr:competitor:4391,home,2
1,NYG,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,New York,Giants,14,146,1,sr:competitor:4426,away,2
