,attendance,entry_mode,id,scheduled,status,utc_offset,weather
0,64900,INGEST,18317a83-27b9-4763-8629-6f6440b053bb,2000-09-03T18:03:36+00:00,closed,-6,"Partly Cloudly Temp: 89 F, Wind: West 10 mph"
1,60292,INGEST,251b5de0-f79c-41f9-be47-fe1a40098f5c,2000-09-03T18:04:35+00:00,closed,-5,"Cloudy Temp: 71 F, Humidity: 93%, Wind: Variable 5 mph"
2,72949,INGEST,326ce487-cb97-443d-9842-e96679374968,2000-09-03T21:15:54+00:00,closed,-5,"Sunny Temp: 89 F, Humidity: 59%, Wind: East 13 mph"
3,59870,INGEST,5dfc4c81-423d-44b3-b584-fa1d34e3ceea,2000-09-03T21:20:12+00:00,closed,-6,"Mostly cloudy, light winds, high of 77. Temp: 77 F, Humidity: 66%, Wind: East 5 mph"
4,80257,INGEST,7fa35db5-0911-46fd-a9ee-56ad9babef6b,2000-09-03T19:02:58+00:00,closed,-5,"Temp: 80 F, Humidity: 98%, Wind:  Calm mph"
5,55049,INGEST,888ffe9a-fafa-4806-a10d-deabc890f0d1,2000-09-03T00:00:00+00:00,closed,-5,"Partly sunny, chance of thunderstorms. Temp: 74 F, Humidity: 84%, Wind: NW 8 mph"
6,54626,INGEST,8b65073b-dae3-4c1a-9333-98dfaf8c6708,2000-09-03T18:02:00+00:00,closed,-5,"Indoor Temp: 79 F, Humidity: 85%, Wind: E 5 mph"
7,56373,INGEST,8eb0f1e0-1a47-4349-9813-e4f32d9831f2,2000-09-03T00:00:00+00:00,closed,-8,"Partly Cloudy Skies Temp: 64 F, Humidity: 49%, Wind: W 10 mph"
8,78357,INGEST,93025531-d54a-4237-926f-b3d5bb28ee88,2000-09-03T18:12:42+00:00,closed,-6,"Mostly Sunny Temp: 90 F, Humidity: 50%, Wind: East 5-10 mph"
9,77434,INGEST,b000be36-8fd5-49c0-9128-e29cdb441f7b,2000-09-03T18:03:33+00:00,closed,-5,"Variable Cloudy Temp: 80 F, Humidity: 79%, Wind: Variable 3 mph"
10,72492,INGEST,bb04e5c1-2549-45d9-8dca-d68a91f71365,2000-09-04T01:34:05+00:00,closed,-5,"Mostly cloudy Temp: 73 F, Humidity: 78%, Wind: S 10 mph"
11,62872,INGEST,d8a19abf-1af0-4073-b6d3-30074b77e488,2000-09-03T21:05:48+00:00,closed,-6,"Clear skies, sunny and hot Temp: 109 F, Humidity: 19%, Wind: South 5 mph"
12,65956,INGEST,e0d64ac7-951b-45e1-a802-b2a3ebb35422,2000-09-05T02:09:20+00:00,closed,-6,"Temp:  F, Wind:   mph"
13,64104,INGEST,f4b5d80f-b811-4c54-a40b-a118e9621390,2000-09-03T19:03:33+00:00,closed,-6,"Temp: 65 F, Wind:   mph"
14,72418,INGEST,f68d9a5d-fee3-4d91-bf4a-6d971231a184,2000-09-04T05:01:03+00:00,closed,-5,"Sunny Temp: 78 F, Humidity: 63%, Wind: NE 6-12 mph"
15,64869,INGEST,0123b461-2a15-4464-950a-cca8b22cd2e5,2000-09-10T21:15:00+00:00,closed,-8,"Overcast Temp: 55 F, Humidity: 100%, Wind: W 3 mph"
16,65569,INGEST,10f38c86-9161-4040-8057-d5c2d55d46dc,2000-09-10T18:05:03+00:00,closed,-5,"Partly Cloudy, 30% chance of rain Temp: 89 F, Humidity: 70%, Wind: E 10 mph"
17,68843,INGEST,16445447-d735-471a-b3c4-726e3c3b1789,2000-09-10T18:03:35+00:00,closed,-5,"Mostly sunny - light winds Temp: 82 F, Humidity: 72%, Wind: Southeast 5 mph"
18,74159,INGEST,20b09825-4612-4353-9677-d4ff06cfa086,2000-09-10T21:16:19+00:00,closed,-5,"Dome Controlled Temp: 73 F, Humidity: 80%, Wind:  1 mph"
19,77687,INGEST,2fd9d176-51bb-46ff-8cb0-f7ac8c844404,2000-09-12T02:10:14+00:00,closed,-5,"Fair Temp: 72 F, Humidity: 76%, Wind: S 5 mph"
20,65530,INGEST,54b0d06b-82bf-4900-b7ce-ec48c90b80d4,2000-09-10T18:10:25+00:00,closed,-5,"Fair Temp: 77 F, Humidity: 74%, Wind: SE 6 mph"
21,66009,INGEST,5698ae44-d186-4381-9d31-0432729b68d1,2000-09-11T00:36:10+00:00,closed,-7,"Temp: 100 F, Humidity: 26%, Wind: VARIABLE 7 mph"
22,64112,INGEST,7f271bc8-02ef-4082-996b-8b856287cd32,2000-09-10T19:02:50+00:00,closed,-6,"Temp: 65 F, Wind:   mph"
23,77722,INGEST,8a34fc91-e1da-474d-85a9-f54f2ce2e4a6,2000-09-10T18:02:36+00:00,closed,-5,"Clear Temp: 81 F, Humidity: 62%, Wind: WSW 8 mph"
24,51300,INGEST,b4f711c2-bcb2-4fa9-a209-576dd805423f,2000-09-10T21:17:18+00:00,closed,-8,"Sunny, clear Temp: 76 F, Humidity: 41%, Wind: WSW 8 mph"
25,64006,INGEST,cee5e3f8-2ae8-4e21-b09f-dae3c5ff9729,2000-09-10T17:59:40+00:00,closed,-5,"Cloudy 70 percent chance of showers. Temp: 74 F, Humidity: 93%, Wind: South 5 mph mph"
26,75466,INGEST,d1091a14-7e72-45df-a9f0-3946d6c2dc52,2000-09-10T21:15:24+00:00,closed,-7,"Sunny Temp: 84 F, Humidity: 15%, Wind: South 10 mph"
27,56769,INGEST,dec3371a-1d62-44bd-a896-2492b0f1da82,2000-09-10T17:03:24+00:00,closed,-5,"Temp: 72 F, Wind:   mph"
28,68203,INGEST,f26014fb-b73f-42d5-bca5-85dbf1765496,2000-09-11T06:12:03+00:00,closed,-6,"Cloudy & Humid Temp: 80 F, Humidity: 84%, Wind: North 13 mph"
29,66879,INGEST,fb4392ec-cd5b-4b53-91d7-ca60c3fb4d23,2000-09-10T21:17:07+00:00,closed,-8,"Sunny skies Temp: 63 F, Humidity: 76%, Wind: NE 6 mph"
30,77884,INGEST,046a13b6-3757-4d41-8387-e418cab7c799,2000-09-17T17:04:16+00:00,closed,-4,"Temp: 68 F, Humidity: 74%, Wind: Southwest 12 mph mph"
31,59513,INGEST,18126ef5-a270-405c-8ea4-bf5ee39e37a0,2000-09-17T00:00:00+00:00,closed,-8,"Sunny Temp: 68 F, Humidity: 80%, Wind: Variable 3 mph"
32,84431,INGEST,32d8dd2b-06eb-4866-b151-e6dc93cb9ba3,2000-09-19T03:20:48+00:00,closed,-5,"Temp: 66 F, Humidity: 65%, Wind: South 8 mph"
33,73018,INGEST,363dfe5c-16f9-4ff8-8ff3-a7d82b6b98a3,2000-09-17T18:04:23+00:00,closed,-5,"Sunny Temp: 67 F, Humidity: 50%, Wind: SouthWest 12-22 Gusts to 30 mph"
34,60292,INGEST,56176f2c-daca-446c-9e7b-01bfad8c6f52,2000-09-17T21:15:14+00:00,closed,-5,"Partly cloudy Temp: 70 F, Wind: West 15 mph"
35,59869,INGEST,5bd976ed-aaf2-4f75-bce2-df9012bcb24b,2000-09-17T17:02:30+00:00,closed,-5,"Sunny skies, high's in the lower 70s Temp: 67 F, Humidity: 60%, Wind: N 9 mph"
36,62078,INGEST,65d9c21f-f70e-453e-b90d-9ee2f7b79f17,2000-09-17T22:32:22+00:00,closed,-8,"Sunny skies Temp: 79 F, Humidity: 55%, Wind: NW 9 mph"
37,65945,INGEST,6be54d5c-517d-4e2d-9900-e1b4e5025cb2,2000-09-17T18:03:41+00:00,closed,-6,"Temp:  F, Wind:   mph"
38,66944,INGEST,918c02df-9b4f-43d3-984d-365c71042cc4,2000-09-17T21:18:54+00:00,closed,-6,"Sunny, temps in upper 70's, windspeed increasing. Temp: 79 F, Humidity: 40%, Wind: West 8 mph"
39,45653,INGEST,97321653-4b47-4880-91ca-40f68c1c5940,2000-09-17T18:03:36+00:00,closed,-5,"100% chance of rain Temp: 71 F, Wind: NE 5 MPH mph"
40,73464,INGEST,be333c0e-93fc-44bc-84a9-2fa3744b2cb7,2000-09-18T01:36:01+00:00,closed,-5,"Cloudy  Temp: 80 F, Humidity: 81%, Wind: W 10 mph"
41,77604,INGEST,ce5636ae-beea-48cb-88cc-9a2ef3bdd58d,2000-09-17T20:05:59+00:00,closed,-5,"Clear Temp: 88 F, Humidity: 26%, Wind:  Calm mph"
42,73025,INGEST,e5811c5a-7d45-4ca4-9452-a3bae03758b3,2000-09-17T18:04:24+00:00,closed,-5,"Partly Cloudy Temp: 63 F, Humidity: 60%, Wind: North 3 mph"
43,76928,INGEST,f327eeba-7ea1-46dc-8dd4-8efd2b9a61ce,2000-09-17T18:02:56+00:00,closed,-5,"dome controlled Temp: 70 F, Humidity: 30%, Wind:  1 mph"
44,68481,INGEST,0f1065a7-8a60-4b76-8ec2-92b9d864d58f,2000-09-24T18:03:19+00:00,closed,-5,"Overcast - Warm and Humid Temp: 70 F, Humidity: 87%, Wind: Southwest 5-10 mph"
45,47233,INGEST,12960964-982c-4671-a9c8-1207a6dc8908,2000-09-24T21:15:58+00:00,closed,-8,"Sunny, clear Temp: 72 F, Humidity: 52%, Wind: WSW 9 mph"
46,78216,INGEST,228771c4-b77b-4532-80bd-6d9512fcfcbf,2000-09-25T01:37:10+00:00,closed,-5,"Partly Cloudy Temp: 64 F, Humidity: 75%, Wind: NW 9 mph"
47,56816,INGEST,3f540a8d-7d38-4e5c-b247-27d0661f2d46,2000-09-26T01:09:10+00:00,closed,-5,"Temp: 72 F, Wind:   mph"
48,51769,INGEST,46c09866-de48-43d1-8890-f46666ad1d9f,2000-09-24T18:06:41+00:00,closed,-5,"Cloudy and breezy-showers possible Temp: 61 F, Wind: NW 16 mph"
49,71801,INGEST,4730e767-ce0c-4c0b-ae11-7408e60e0b26,2000-09-24T20:10:18+00:00,closed,-7,"Temp: 87 F, Humidity: 16%, Wind: Variable 6 mph"
50,58761,INGEST,6c27ec4b-b2d6-4f62-ab09-ee2361ccbd2d,2000-09-24T18:02:00+00:00,closed,-5,"Temp: 81 F, Humidity: 74%, Wind: NW 8 mph"
51,45702,INGEST,7499c3f1-8e2c-4b44-a7ad-bdf23d4e40de,2000-09-24T21:25:55+00:00,closed,-8,"Clear skies Temp:  76 F, Humidity: 35%, Wind: SW 5 mph"
52,64900,INGEST,84470e97-46d9-4ae1-b76d-ac616db12004,2000-09-24T18:02:37+00:00,closed,-6,"Partly Cloudly Temp: 92 F, Wind: South  10  mph"
53,65619,INGEST,93110948-a6ab-4217-ad29-10ee35b77bbb,2000-09-24T21:17:14+00:00,closed,-5,"Rainy, with heavy showers in area Temp: 82 F, Humidity: 89%, Wind: SW 9 mph"
54,64127,INGEST,abf90adf-5254-4afa-b0b1-30ca80668db3,2000-09-24T18:02:07+00:00,closed,-6,"Cloudy Skies Temp: 64 F, Humidity: 93%, Wind: North 20-25 mph"
55,66944,INGEST,af2d43b5-1501-46d7-8f3d-1091195979ea,2000-09-24T18:58:55+00:00,closed,-6,"Partly cloudy, Scattered showers possible Temp: 58 F, Humidity: 86%, Wind: North 12 mph"
56,74596,INGEST,d9943d99-019f-4878-b32e-a1bafdda29fb,2000-09-24T21:15:30+00:00,closed,-7,"Mostly Cloudy Temp: 36 F, Humidity: 81%, Wind: W 8 mph"
57,73344,INGEST,f3dc7428-a0d7-42dd-8e26-d2fea1df9b7a,2000-09-24T18:03:06+00:00,closed,-5,"Temp: 88 F, Humidity: 63%, Wind: East 12 mph"
58,73018,INGEST,02f75927-fcdc-4f77-a956-d09cea9bfd54,2000-10-01T18:04:47+00:00,closed,-5,"Sunny Warm Temp: 70 F, Humidity: 59%, Wind: south 8-16 mph"
59,76438,INGEST,11122106-d1e1-4da4-aefa-860b4e1ac576,2000-10-01T18:02:56+00:00,closed,-5,"dome controlled Temp: 73 F, Humidity: 40%, Wind:  1 mph"
60,72617,INGEST,3662af24-3c69-4bfe-ade0-d9bff310676a,2000-10-01T18:02:14+00:00,closed,-5,"Sunny Temp: 70 F, Humidity: 52%, Wind: SW 10 mph"
61,66010,INGEST,4234153e-22e0-4f5a-922c-529f144484de,2000-10-01T18:02:46+00:00,closed,-6,"Temp:  F, Wind:   mph"
62,66985,INGEST,5970f357-d272-454c-a73d-6a5de2887445,2000-10-01T21:15:52+00:00,closed,-8,"Sunny, warm Temp: 72 F, Humidity: 58%, Wind: wnw 10 mph"
63,65424,INGEST,8de73083-dd78-4e79-9cd9-bb820144f6f8,2000-10-02T01:40:03+00:00,closed,-5,"Mostly Cloudy Temp: 68 F, Humidity: 59%, Wind: west 8 mph"
64,73310,INGEST,8ff808e8-6d75-49b1-8d9d-41d7f3bc8b3b,2000-10-01T18:03:15+00:00,closed,-5,"Partly cloudy Temp: 71 F, Humidity: 58%, Wind: NE 14 mph"
65,61535,INGEST,91663e70-0fc7-4d66-b15c-a71b83e4bfdd,2000-10-01T21:05:33+00:00,closed,-5,"Partly Cloudy Temp: 76 F, Humidity: 78%, Wind: SW 6 mph"
66,83532,INGEST,93e03f5d-6854-4e6f-9b2a-0d99c7d9ad9f,2000-10-01T00:00:00+00:00,closed,-5,"Temp: 68 F, Humidity: 87%, Wind: NE 6 mph"
67,64351,INGEST,9d65b85b-7ed4-4201-b46b-0707ef4b9de6,2000-10-01T18:02:41+00:00,closed,-5,"20 % Chance Rain Temp: 76 F, Wind: NE 14 MPH mph"
68,82893,INGEST,b1ea9c11-9f96-40e8-9370-e946af6e6cae,2000-10-03T02:11:47+00:00,closed,-6,"Clear Temp: 74 F, Humidity: 53%, Wind: North 8 mph"
69,68341,INGEST,b3ecb98e-62bf-4a0c-aff9-04b123ad6fde,2000-10-01T18:03:00+00:00,closed,-6,"Cloudy  Temp: 72 F, Humidity: 84%, Wind: Southeast 5 mph"
70,75684,INGEST,da1a2f26-eeef-4ffb-818a-8811a0cb876a,2000-10-01T21:05:16+00:00,closed,-7,"Sunny Temp: 80 F, Humidity: 18%, Wind: SouthEast 6 mph"
71,59869,INGEST,fc1515c2-80fd-4c57-b1e5-2ebb09fd2f05,2000-10-01T21:23:58+00:00,closed,-6,"Partly sunny Temp: 72 F, Humidity: 56%, Wind: SW 12 mph"
72,78441,INGEST,10a97bbf-10d8-4639-95c5-9238e4460e5a,2000-10-08T18:05:42+00:00,closed,-5,"Sunny Temp: 54 F, Humidity: 72%, Wind: WNW 10 mph"
73,66944,INGEST,219d4268-3ce9-4042-a1de-2864b178bd3e,2000-10-08T18:06:08+00:00,closed,-6,"Partly Sunny Temp: 47 F, Humidity: 45%, Wind: Northwest 16 mph"
74,64162,INGEST,3c59cf37-8778-467c-a994-6b9f2d60467b,2000-10-10T03:10:49+00:00,closed,-6,"Temp: 64 F, Wind:   mph"
75,63406,INGEST,5a95babd-3a4a-4831-84a9-485878f69af4,2000-10-08T18:03:30+00:00,closed,-5,"Cloudy Temp: 44 F, Humidity: 83%, Wind: NW 10 mph"
76,77549,INGEST,94552ff4-384b-4cbb-acfa-5b162b104bf1,2000-10-08T18:03:04+00:00,closed,-5,"dome controlled Temp: 62 F, Humidity: 34%, Wind:  1 mph"
77,50947,INGEST,9a1861ff-1122-4739-8848-275d02f007af,2000-10-08T21:05:00+00:00,closed,-5,"Clear Temp: 54 F, Humidity: 41%, Wind: NW 15 mph"
78,56079,INGEST,b62e6719-d76f-400a-bbff-694bec217cac,2000-10-08T21:16:58+00:00,closed,-8,"Clear and sunny Temp: 68 F, Humidity: 82%, Wind: WSW 7 mph"
79,73901,INGEST,bc8cbd5e-0ec2-46be-bf77-d5c89c85d4f5,2000-10-08T17:02:47+00:00,closed,-4,"Partly Sunny Temp: 85 F, Humidity: 67%, Wind: Northeast 8 mph"
80,65194,INGEST,bd3963c6-f81b-41f0-93c2-65706176adc4,2000-10-09T01:35:44+00:00,closed,-5,"Temp: 62 F, Wind: NE 11 mph"
81,68344,INGEST,c4c60cdb-4f89-45e9-8c5a-717c88068d69,2000-10-08T21:15:49+00:00,closed,-8,"Sunny Temp: 66 F, Humidity: 60%, Wind: Variable 10 mph"
82,72192,INGEST,dee6dae4-16a7-44fe-aabc-5e29bb82ca58,2000-10-08T21:16:33+00:00,closed,-5,"Cloudy skies Temp: 50 F, Humidity: 39%, Wind: n 8 mph"
83,44296,INGEST,def580c8-ecc5-413a-bee9-c244605dcf38,2000-10-09T07:15:00+00:00,closed,-7,"Temp: 87 F, Humidity: 25%, Wind: SE 15 mph"
84,65491,INGEST,e12e6f79-2132-4e9c-9fdd-28bf2c5eb7b2,2000-10-08T18:03:14+00:00,closed,-5,"Partly Sunny Temp: 49 F, Humidity: 56%, Wind: W 10 mph, gusts to 21 mph mph"
85,60292,INGEST,f44adc27-09f1-4eff-852f-069fd79e421e,2000-10-08T18:04:37+00:00,closed,-5,"Partly Cloudy Temp: 55 F, Wind: NW 20 mph"
86,72351,INGEST,000ad228-7793-411b-bb7b-a447742955c3,2000-10-15T18:01:50+00:00,closed,-5,"Mostly cloudy Temp: 63 F, Humidity: 78%, Wind: WSW 7 mph"
87,59870,INGEST,21cc57fa-a37e-42ac-a209-6dd01971b095,2000-10-15T21:15:17+00:00,closed,-6,"Mostly cloudy, light showers possible. Temp: 54 F, Humidity: 74%, Wind: NE 4 mph"
88,66019,INGEST,2653667b-b0a9-4cdd-ab9f-d6ffcf9ef111,2000-10-15T18:05:43+00:00,closed,-6,"Temp:  F, Wind:   mph"
89,63593,INGEST,577075d2-0698-43a8-a519-9f4ea5216ed2,2000-10-15T00:00:00+00:00,closed,-8,"Overcast Temp: 45 F, Humidity: 70%, Wind: S 10 mph"
90,38293,INGEST,58e42378-143f-4dcb-b3fb-acf5d3275d5a,2000-10-15T20:16:06+00:00,closed,-7,"Temp: 80 F, Humidity: 24%, Wind: Variable 3 mph"
91,75811,INGEST,5b82bed5-3ebf-46dd-864f-c94dc38904ba,2000-10-15T21:05:24+00:00,closed,-7,"Sunny Temp: 59 F, Humidity: 32%, Wind: NE 7 mph"
92,50015,INGEST,5e5ef200-3c6a-4edd-8b9b-2d1f846787ce,2000-10-15T18:05:27+00:00,closed,-6,"Temp: 74 F, Wind:  5-10 mph"
93,79025,INGEST,6743318e-dcf4-45a7-8591-b1ccb8d6ddc2,2000-10-15T18:03:59+00:00,closed,-6,"Overcast Temp: 62 F, Humidity: 96%, Wind: NE 8 mph"
94,60292,INGEST,74be1aa8-dbe0-4d03-b904-fc1eb89f539d,2000-10-15T21:07:15+00:00,closed,-5,"Cloudy Temp: 76 F, Wind: SW 10 mph"
95,83252,INGEST,8c02da3e-3401-4936-8a2c-be3dd2207e57,2000-10-15T18:06:19+00:00,closed,-5,"Temp: 75 F, Humidity: 70%, Wind:  Calm mph"
96,68498,INGEST,93dcfc98-8d28-4691-b336-dc64cd28a723,2000-10-16T00:00:00+00:00,closed,-6,"Overcast & Slightly Cool Temp: 74 F, Humidity: 52%, Wind: North East 6 mph mph"
97,66944,INGEST,a28e67d7-5dab-475c-acae-4f43485635a9,2000-10-16T01:35:48+00:00,closed,-6,"Cloudy, scattered showers or thunderstorms likely Temp: 56 F, Humidity: 80%, Wind: NE 7 mph"
98,54328,INGEST,a2c69227-b0b1-4e97-8dbc-522f34695872,2000-10-15T00:00:00+00:00,closed,-5,"Cloudy, light & variable winds Temp: 61 F, Wind:   mph"
99,78189,INGEST,e579dbcd-2c0b-4080-b6ea-9fd71100b2aa,2000-10-15T18:02:43+00:00,closed,-5,"Partly Sunny Temp: 75 F, Humidity: 60%, Wind: N 7 mph"
100,56508,INGEST,13f218b3-b6bf-41d4-9666-7d47feb12569,2000-10-22T18:03:26+00:00,closed,-5,"Beautiful Temp: 68 F, Humidity: 68%, Wind: SE 3 mph"
101,73169,INGEST,146eee21-7a27-4a29-bc0b-80a8c3bee43d,2000-10-22T18:03:58+00:00,closed,-5,"Sunny Temp: 76 F, Humidity: 48%, Wind: NE 7 mph"
102,57659,INGEST,29f4352c-6c24-4627-b618-f95ffb6a98f6,2000-10-22T21:07:42+00:00,closed,-5,"Sunny Temp: 75 F, Wind:  Light & variable mph"
103,65553,INGEST,4f7328dd-46cf-4b2f-994b-c042f17a299c,2000-10-22T18:07:49+00:00,closed,-5,"Mostly Sunny Temp: 59 F, Humidity: 51 %, Wind: NE 10 mph"
104,61603,INGEST,5e3b81aa-8518-492b-af97-affd84df99f5,2000-10-22T18:02:58+00:00,closed,-5,"Partly Cloudy Temp: 73 F, Humidity: 88%, Wind: NE 2 mph"
105,69200,INGEST,8d8797c4-420c-4400-9a8b-56ecefc06d10,2000-10-22T18:02:41+00:00,closed,-5,"Mostly Sunny Temp: 64 F, Wind: North 10-15 mph"
106,57490,INGEST,9a8a998e-fb84-4050-bc64-259cbc8ed827,2000-10-22T21:06:51+00:00,closed,-8,"Clear skies, winds gusting to 50 mph. Temp: 70 F, Humidity: 18%, Wind: NE 31 mph"
107,69061,INGEST,d1c5b989-5172-47fc-94dc-b610eb18def9,2000-10-22T21:16:10+00:00,closed,-5,"Rain 20% chance Temp: 79 F, Wind: East 15 MPH mph"
108,56828,INGEST,d2deb1b5-5f19-44b7-b892-5fb362f56814,2000-10-22T17:03:24+00:00,closed,-5,"Temp: 72 F, Wind:   mph"
109,78389,INGEST,eb098fb7-3705-4749-9345-191a8d4532a5,2000-10-24T02:10:46+00:00,closed,-5,"Clear Temp: 51 F, Humidity: 96%, Wind: ssw 3 mph"
110,65557,INGEST,ecdb34a3-a547-4057-bb46-8a3a5f82b4da,2000-10-20T01:35:32+00:00,closed,-5,"CLEAR, BREEZY, MILD Temp: 76 F, Humidity: 72%, Wind: W 5 mph"
111,62981,INGEST,f5d5ed42-0e38-4ae7-93b5-eba6a36c803d,2000-10-22T18:02:29+00:00,closed,-6,"Cloudy skies and rain Temp: 70 F, Humidity: 100%, Wind: Southeast 10 mph"
112,64116,INGEST,f77180d3-60ce-4cae-976b-d6c0d040ac48,2000-10-22T19:03:38+00:00,closed,-6,"Temp: 62 F, Wind:   mph"
113,79142,INGEST,fe0fd309-26b8-4bdd-9710-9c4c65cdf704,2000-10-22T18:05:03+00:00,closed,-6,"Overcast Temp: 64 F, Humidity: 90%, Wind: SE 14 mph"
114,73740,INGEST,3e169a9e-bfb1-4743-b1cc-0b154046923f,2000-10-29T18:02:09+00:00,closed,-5,"Mostly Sunny Temp: 81 F, Humidity: 50%, Wind: East 13 mph"
115,56971,INGEST,41f0ffc4-9feb-41ec-8988-d3b23f26d00e,2000-10-29T18:03:11+00:00,closed,-5,"Temp:  F, Wind:   mph"
