,attendance,entry_mode,id,scheduled,status,utc_offset,weather
0,75710,INGEST,1029f135-9282-4452-b039-d3540de36e51,2002-09-08T20:17:37+00:00,closed,-6,"Mostly Cloudy Temp: 83 F, Humidity: 33%, Wind: E 4 mph"
1,72751,INGEST,19b5fc16-58fa-4f9c-b59e-18a5ff327d79,2002-09-08T17:04:44+00:00,closed,-4,"Mostly sunny Temp: 86 F, Humidity: 75%, Wind: SW 6 mph"
2,56595,INGEST,257ac478-3387-4878-8991-d0f89eae629f,2002-09-08T17:05:05+00:00,closed,-4,"30% Chance of Rain Temp: 85 F, Wind: East 16 mph"
3,68804,INGEST,338d3c72-cd40-4cdd-8a7c-c15ea21b9ae6,2002-09-08T17:06:55+00:00,closed,-5,"Hot & Hazy Temp: 83 F, Humidity: 60%, Wind:  Calm mph"
4,53705,INGEST,5badabd8-7464-494c-8192-f84b137ec32a,2002-09-08T17:04:51+00:00,closed,-4,"Fair Temp: 90 F, Humidity: 60%, Wind: N 7 mph"
5,63127,INGEST,5c70760b-2196-44ef-a7f6-f7c1a8f7a92e,2002-09-08T17:05:54+00:00,closed,-5,"Sunny, high of 89 expected. Temp: 83 F, Humidity: 64%, Wind: SW 9 mph"
6,85140,INGEST,6aa0ae0b-5e62-4192-9eaf-0d078b55bb2f,2002-09-08T17:06:43+00:00,closed,-4,"Sunny Temp: 76 F, Humidity: 71%, Wind: East 5 mph"
7,72216,INGEST,7bf40ee6-c93a-46bf-81b3-dc300cb79f08,2002-09-08T17:04:25+00:00,closed,-4,"Mostly Sunny Temp: 87 F, Humidity: 69%, Wind: East 12 mph"
8,65554,INGEST,9fa5d42a-df0a-4eb8-9535-dbdbaa1d09fa,2002-09-08T20:17:38+00:00,closed,-4,"Partly cloudy, rain in area, warm Temp: 90 F, Humidity: 57%, Wind: E 6 mph"
9,68436,INGEST,b721ff60-33cf-4788-a734-126c081e75ce,2002-09-10T01:12:44+00:00,closed,-4,"Hazy, warm and humid Temp: 86 F, Humidity: 47%, Wind: 10 SE mph"
10,78748,INGEST,b954764e-014f-4a17-ae4a-ef7b43310c70,2002-09-06T00:38:36+00:00,closed,-4,"Fair Temp: 73 F, Humidity: 49%, Wind: North 7 mph"
11,70386,INGEST,b9d8ed82-c340-407e-aa64-6480196743de,2002-09-08T17:04:43+00:00,closed,-4,"Partly Cloudy Temp: 78 F, Humidity: 59%, Wind: North 12 mph"
12,53260,INGEST,c32b6477-a44a-44ec-9c61-c060e003a3c7,2002-09-08T20:18:26+00:00,closed,-7,"Sunny Skies Temp: 70 F, Humidity: 47%, Wind: W 7 mph"
13,63226,INGEST,da76bcb1-03db-457b-87db-46131ac41521,2002-09-08T17:03:24+00:00,closed,-5,"Partly cloudy, hazy Temp: 85 F, Wind: NW 3 mph"
14,69604,INGEST,df2173ff-4e97-412a-95ad-3e1b0fa2659f,2002-09-09T00:36:34+00:00,closed,-5,"Indoor Temp:  F, Wind:   mph"
15,72938,INGEST,f8423728-17a0-4892-9a9b-93a16927aead,2002-09-08T17:04:50+00:00,closed,-4,"Sunny Hot Temp: 86 F, Humidity: 48%, Wind: Variable 0-5 mph"
16,77934,INGEST,07f50af0-dde7-41db-8ac6-f5cba62f70ef,2002-09-15T17:03:46+00:00,closed,-5,"Clear Temp: 66 F, Humidity: 75%, Wind: NW 7 mph"
17,64047,INGEST,3cc6c078-2a37-4332-a8ab-dde36a6b2446,2002-09-15T20:17:14+00:00,closed,-5,"Temp: 64 F, Wind:   mph"
