,attendance,entry_mode,id,scheduled,status,utc_offset,weather
207,71018,INGEST,e5059919-6241-4d85-ab5d-6f3103182c45,2007-12-09T18:02:48+00:00,closed,-5,
208,66505,INGEST,0db2e4a2-cbcd-4c21-8168-ecccdf7ed914,2007-12-16T21:16:23+00:00,closed,-8,
209,74976,INGEST,0f3d1fac-6c34-4c26-8b74-8879b6b4b818,2007-12-16T18:03:09+00:00,closed,-6,
210,70007,INGEST,14b53422-265a-455f-9262-f9d573350dad,2007-12-16T18:03:53+00:00,closed,-6,
211,65133,INGEST,19c7dc1d-bcca-4afc-9e10-5a47fd8f862c,2007-12-16T18:03:32+00:00,closed,-5,
212,66008,INGEST,3ba41d1e-8b20-427b-807e-2905ec62ac19,2007-12-16T18:03:09+00:00,closed,-6,
213,70747,INGEST,4e3f0b96-79f7-4827-956b-b8ee2698b216,2007-12-14T01:16:10+00:00,closed,-6,
214,73196,INGEST,5b31ce4b-5527-4af3-9b9f-0c5fff317a5e,2007-12-16T18:03:19+00:00,closed,-5,
215,68756,INGEST,5eb3ff16-7b48-4e68-8cfc-9c563c297f7f,2007-12-16T18:03:10+00:00,closed,-5,
216,77899,INGEST,7a34fe01-253a-495e-8464-e9d8437d8f91,2007-12-17T01:24:35+00:00,closed,-5,
217,73421,INGEST,7e197239-11f1-43da-ad58-d0d5544f7d54,2007-12-16T18:02:51+00:00,closed,-5,
218,58793,INGEST,8bd812f9-e689-47fe-828c-401f74a76d01,2007-12-16T18:03:15+00:00,closed,-5,
219,63800,INGEST,9a38f450-8903-4662-a40d-edd3cf60c8bf,2007-12-18T01:40:41+00:00,closed,-6,
220,70287,INGEST,9ea45879-cadc-4569-bcbb-3106d36d3e82,2007-12-16T18:03:22+00:00,closed,-5,
221,62000,INGEST,be4928ad-35c6-461f-a1a0-696986394bc8,2007-12-16T21:05:47+00:00,closed,-8,
222,68053,INGEST,c3a4ef08-67d7-4993-84a5-d931c46bc7d9,2007-12-16T01:15:40+00:00,closed,-8,
223,63777,INGEST,cfa33b0c-9ae5-43ab-bb7d-ccfd3802927d,2007-12-16T21:15:51+00:00,closed,-6,
