,attendance,entry_mode,id,scheduled,status,utc_offset,weather
0,65584,INGEST,02667c22-37cf-496a-b82d-9c5671604f8c,2004-09-12T20:19:42+00:00,closed,-7,"Sunny Temp: 67 F, Humidity: 72%, Wind: West 15 mph mph"
1,90098,INGEST,39f2d8e6-8f2b-4d70-aebe-104d375d2eb2,2004-09-13T04:13:06+00:00,closed,-4,"Sunny Temp: 81 F, Humidity: 68%, Wind: SW 5 mph"
2,73656,INGEST,3c5b5208-61d2-4566-9afa-6670f3e17669,2004-09-14T01:09:31+00:00,closed,-4,
3,75939,INGEST,483b5e9b-5ffc-4744-bb11-607d8b551971,2004-09-13T00:39:29+00:00,closed,-6,"Cloudy Temp: 82 F, Humidity: 19%, Wind: S 15 mph"
4,64105,INGEST,4916ab63-ce3a-42ae-9497-f6b4edc17035,2004-09-12T20:19:24+00:00,closed,-5,"Temp: 70 F, Wind:   mph"
5,68756,INGEST,5567f377-4fe4-4a45-a3d0-4921dbda9f50,2004-09-10T01:09:09+00:00,closed,-4,"Cloudy, warm, humid, showers expected Temp: 73 F, Humidity: 99%, Wind: SSE 19 mph"
6,65538,INGEST,68e10a6e-59d0-4ea6-9d06-884ffe83de48,2004-09-12T17:06:02+00:00,closed,-5,"Temp:  F, Wind:   mph"
7,69987,INGEST,77210190-204f-4a7b-91e9-48ad888b962e,2004-09-11T17:07:18+00:00,closed,-4,"Partly Cloudy Temp: 87 F, Humidity: 72%, Wind: East 7 mph"
8,67532,INGEST,7b2b05ed-2fa5-4ee0-a3a9-d22f850d7d82,2004-09-12T20:21:34+00:00,closed,-4,"Partly Cloudy Temp: 78 F, Humidity: 50%, Wind: S 8 mph"
9,60147,INGEST,909afe94-7513-4e11-ad35-16e57f48f5cf,2004-09-12T17:05:36+00:00,closed,-4,"Haze Temp: 65 F, Humidity: 90%, Wind: SE 5 mph"
