,attendance,entry_mode,id,scheduled,status,utc_offset,weather
0,75735,INGEST,03c5136a-e8fd-4c58-83a9-2a74f7300cf8,2001-09-11T01:08:01+00:00,closed,-6,"Clear Temp: 75 F, Humidity: 18%, Wind: SE 9 mph"
1,65989,INGEST,1b7e55bb-ab33-4571-abf4-af3e3729f2cc,2001-09-09T20:17:35+00:00,closed,-7,"partly cloudy Temp: 68 F, Humidity: 63%, Wind: Southwest 12 MPH mph"
2,71447,INGEST,251ac0cf-d97d-4fe8-a39e-09fc4a95a0b2,2001-09-09T17:05:01+00:00,closed,-4,"Sunny Temp: 87 F, Humidity: 52%, Wind: SW 10 mph"
3,59523,INGEST,264a2303-ecf3-42fe-b792-0bb5f5cff6ec,2001-09-09T17:03:08+00:00,closed,-5,"Rain throughout game, heavy showers possible. Temp: 60 F, Humidity: 93%, Wind: NW 5 mph"
4,51,INGEST,41a16c25-73e6-4d4d-9f13-f9b955ccce56,2001-09-09T17:03:21+00:00,closed,-4,
5,0,INGEST,57739193-b966-4723-84b2-07e083bccf6f,2001-09-09T20:16:12+00:00,closed,-4,"Sunny & Warm Temp: 82 F, Humidity: 56%, Wind: NW 5 MPH mph"
6,63785,INGEST,83a9b4db-1824-417f-9282-78e20721e4a4,2001-09-09T17:03:45+00:00,closed,-4,"Temp: 83 F, Wind: SE 10 mph"
7,61521,INGEST,8ab3b97a-9e95-41ad-8b40-d39a7081244d,2001-09-09T17:03:00+00:00,closed,-5,"Cloudy Skies scattered showers in the area. Temp: 69 F, Humidity: 83%, Wind: North 10 mph"
8,72318,INGEST,919bcef0-6c03-42ec-a705-3765e0ecc6a9,2001-09-09T17:03:08+00:00,closed,-4,"Sunny Temp: 81 F, Humidity: 78%, Wind: south 12-22 mph"
9,64108,INGEST,95d60435-26a3-49fb-bd90-8b278a242b8b,2001-09-09T17:05:04+00:00,closed,-5,"Temp: 65 F, Wind:   mph"
10,78844,INGEST,9e646c8e-d1d8-4587-b08a-25719989b529,2001-09-09T17:03:43+00:00,closed,-5,"Mostly Sunny Temp: 64 F, Humidity: 78%, Wind: Northwest 12 mph"
11,69365,INGEST,a305ba34-538c-4124-9b01-f698854fb735,2001-09-09T17:01:28+00:00,closed,-4,"Mostly cloudy, highs in mid 80's Temp: 83 F, Humidity: 66%, Wind: South 10 mph"
12,60629,INGEST,bb242b1d-8d5e-4b4a-a7f5-ace1277f87a4,2001-09-09T20:16:01+00:00,closed,-7,"Clear Temp: 68 F, Humidity: 59%, Wind: WSW 8 mph"
13,78606,INGEST,bf4fd54d-8183-435a-99a3-9c4b31014ef4,2001-09-09T17:04:12+00:00,closed,-4,"Partly Sunny Temp: 81 F, Humidity: 81%, Wind: SW 6 mph mph"
14,68798,INGEST,f1eabf2b-8fe1-4046-897e-79a7b5d84f56,2001-09-10T00:37:52+00:00,closed,-5,"Partly Cloudy & Windy Temp: 81 F, Humidity: 69%, Wind: From the South 7 mph"
15,77666,INGEST,0344c4e0-8801-47bd-ab39-3f9707563b1b,2001-09-23T17:16:49+00:00,closed,-5,"Mostly Cloudy Temp: 64 F, Humidity: 63%, Wind: North 14 mph"
16,63430,INGEST,1e6cc405-64df-41d0-b5af-cb242f6ff38c,2001-09-23T17:13:01+00:00,closed,-5,"Partly Cloudy and Hazy Temp: 79 F, Humidity: 79%, Wind:  calm mph"
17,66944,INGEST,3ec5b359-2c22-4c1f-ae29-c34e3a628947,2001-09-23T17:12:51+00:00,closed,-5,"Cloudy, fog, rain ending.  Winds to 10-20 MPH. Temp: 63 F, Humidity: 97%, Wind: W/SW 5 mph"
18,51121,INGEST,4d0bd890-93cf-483d-bd8c-d3446e0325bc,2001-09-23T17:11:57+00:00,closed,-4,"Fair, clear skies Temp: 73 F, Humidity: 64%, Wind: SW 8 mph"
19,60292,INGEST,50f66a0f-379e-4aab-ad01-a0509468bcf1,2001-09-23T20:14:57+00:00,closed,-4,
20,50913,INGEST,5f9ac6e5-311f-4ad9-bc9f-5028e6170eca,2001-09-23T23:39:40+00:00,closed,-6,"Temp: 103 F, Humidity: 11%, Wind: SE 6 mph"
21,62826,INGEST,996efc59-752d-4148-ac31-6d05040a8ce9,2001-09-23T20:27:39+00:00,closed,-7,"Sunny Temp: 65 F, Humidity: 75%, Wind: North 4 mph"
22,67536,INGEST,b77fa6f9-ff26-4a5d-98bd-5f08f24f2622,2001-09-23T20:30:32+00:00,closed,-7,"Partly Cloudy Temp: 59 F, Humidity: 74%, Wind: NW 10 mph"
23,65994,INGEST,b9f87f01-6c97-41ec-bd23-d2783f0a02b7,2001-09-23T17:10:00+00:00,closed,-4,"Temp: 84 F, Wind: E 10 mph"
