,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,CAR,4.9,2,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,1,Carolina,Panthers,4,20,63,33:02,2445,16,40,0,sr:competitor:4415,309,1
2,NO,5.7,1,0d855753-ea21-4953-89f9-0e20aff9eb73,0,New Orleans,Saints,7,64,60,26:58,2461,34,29,0,sr:competitor:4425,344,1
