,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,OAK,5.1,0,1c1cec48-6352-4556-b789-35304c1a6ae1,0,Oakland,Raiders,6,40,61,29:33,2606,3,33,0,sr:competitor:4390,310,3
2,HOU,6.2,1,82d2d380-3834-4938-835f-aec541e5ece7,0,Houston,Texans,9,56,58,30:27,2595,38,39,0,sr:competitor:4324,359,1
