,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,BUF,5.7,0,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,Buffalo,Bills,7,60,60,32:00,2478,18,31,0,sr:competitor:4376,341,0
2,MIA,4.0,4,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,Miami,Dolphins,3,21,53,28:00,2491,5,25,0,sr:competitor:4287,212,1
