,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,JAC,4.6,1,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,Jacksonville,Jaguars,2,41,67,34:12,2563,67,32,0,sr:competitor:4386,307,1
2,DAL,5.7,0,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,Dallas,Cowboys,9,93,57,25:48,2557,22,22,0,sr:competitor:4392,323,3
