,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,CLE,4.5,0,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,Cleveland,Browns,6,50,55,29:01,2482,21,29,0,sr:competitor:4417,250,0
2,BAL,3.8,2,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,1,Baltimore,Ravens,6,46,67,30:59,2477,5,26,0,sr:competitor:4413,254,3
