,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,CLE,4.0,1,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,Cleveland,Browns,7,76,69,31:11,2448,6,22,0,sr:competitor:4417,277,2
2,SD,5.2,2,9dbb9060-ba0f-4920-829e-16d4d9246b5d,1,San Diego,Chargers,12,93,56,28:49,2467,114,36,0,,289,2
