,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,TEN,5.0,0,d26a1ca5-722d-4274-8f97-c92e49c96315,0,Tennessee,Titans,4,56,60,31:22,2546,80,30,0,sr:competitor:367364,301,0
2,HOU,4.0,0,82d2d380-3834-4938-835f-aec541e5ece7,0,Houston,Texans,8,72,58,28:38,2527,-2,26,0,sr:competitor:4324,234,0
