,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,CLE,4.6,2,d5a2eb42-8065-4174-ab79-0a6fa820e35e,2,Cleveland,Browns,5,40,52,22:35,2646,38,20,0,sr:competitor:4417,240,5
2,HOU,5.6,2,82d2d380-3834-4938-835f-aec541e5ece7,0,Houston,Texans,11,84,69,37:25,2649,47,36,0,sr:competitor:4324,383,2
