,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,DEN,4.8,1,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,Denver,Broncos,0,0,66,34:23,2558,7,36,0,sr:competitor:4418,318,1
2,KC,4.8,3,6680d28d-d4d2-49f6-aace-5292d3ec02c2,2,Kansas City,Chiefs,4,26,58,30:47,2564,72,34,0,sr:competitor:4422,276,2
