,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,CAR,5.0,0,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,Carolina,Panthers,4,34,58,28:45,2553,51,28,0,sr:competitor:4415,288,0
2,CLE,3.6,1,d5a2eb42-8065-4174-ab79-0a6fa820e35e,1,Cleveland,Browns,7,70,68,31:15,2556,56,23,0,sr:competitor:4417,248,3
