,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,IND,6.9,1,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,1,Indianapolis,Colts,3,13,57,29:28,2454,0,27,0,sr:competitor:4421,391,1
2,HOU,4.8,1,82d2d380-3834-4938-835f-aec541e5ece7,1,Houston,Texans,7,52,56,30:32,2453,11,28,0,sr:competitor:4324,270,2
