,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,DET,5.9,1,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,Detroit,Lions,4,23,47,24:10,2593,0,24,0,sr:competitor:4419,278,0
2,TB,5.5,2,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,2,Tampa Bay,Buccaneers,7,60,77,35:50,2613,8,29,0,sr:competitor:4388,422,2
