,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,ATL,6.5,0,e6aa13a4-0055-48a9-bc41-be28dc106929,0,Atlanta,Falcons,7,48,43,26:08,128,13,17,0,sr:competitor:4393,278,0
2,NO,5.7,0,0d855753-ea21-4953-89f9-0e20aff9eb73,0,New Orleans,Saints,6,45,70,33:52,145,13,38,0,sr:competitor:4425,402,1
