,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,SF,5.4,1,f0e724b0-4cbf-495a-be47-013907608da9,0,San Francisco,49ers,3,29,59,27:23,2503,33,21,0,sr:competitor:4389,317,1
2,SEA,6.7,0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,Seattle,Seahawks,7,55,68,32:37,2502,44,37,0,sr:competitor:4430,453,0
