,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,ARI,5.1,2,de760528-1dc0-416a-a978-b510d20692ff,0,Arizona,Cardinals,6,52,58,26:08,2549,23,20,0,sr:competitor:4412,295,2
2,DEN,5.2,3,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,1,Denver,Broncos,1,5,70,33:52,2558,62,38,0,sr:competitor:4418,362,2
