,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,MIN,4.8,1,33405046-04ee-4058-a950-d606f8c30852,1,Minnesota,Vikings,3,18,60,29:39,2532,68,35,0,sr:competitor:4423,285,1
2,DET,4.0,1,c5a59daa-53a7-4de0-851f-fb12be893e9e,1,Detroit,Lions,6,31,72,30:21,2525,12,20,0,sr:competitor:4419,289,3
