,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,CHI,4.6,1,7b112545-38e6-483c-a55c-96cf6ee49cb8,1,Chicago,Bears,3,14,70,35:13,167,120,40,0,sr:competitor:4391,322,1
2,JAC,4.2,0,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,Jacksonville,Jaguars,3,14,56,24:47,175,0,16,0,sr:competitor:4386,237,3
