,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,DET,4.9,3,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,Detroit,Lions,4,32,55,29:40,2623,31,27,0,sr:competitor:4419,268,0
2,MIN,5.6,3,33405046-04ee-4058-a950-d606f8c30852,0,Minnesota,Vikings,6,35,54,30:20,2631,7,32,0,sr:competitor:4423,301,2
