,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,NYJ,4.1,2,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,New York,Jets,2,20,55,26:51,2605,0,19,0,sr:competitor:4427,227,0
2,NE,6.6,1,97354895-8c77-4fd4-a860-32e62ea7382a,0,New England,Patriots,4,16,65,33:09,2601,6,37,0,sr:competitor:4424,431,0
