,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,KC,7.0,1,6680d28d-d4d2-49f6-aace-5292d3ec02c2,1,Kansas City,Chiefs,6,45,60,32:27,2530,10,37,0,sr:competitor:4422,421,3
2,DEN,6.5,0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,Denver,Broncos,8,55,60,27:33,2524,39,29,0,sr:competitor:4418,388,2
